#,Ejercicio,"Fecha de inicio del periodo que se informa","Fecha de término del periodo que se informa","Sujeto Obligado","Tipo (catálogo)","Medio de Comunicación (catálogo)","Descripción de Unidad","Concepto o Campaña","Clave Única de Identificación de Campaña o Aviso Institucional","Autoridad Que Proporcionó la Clave Única de Identificación de Campaña o Aviso Institucional","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel socioeconómico","Concesionario Responsable de Publicar la Campaña o la Comunicación Correspondiente (razón social)","Distintivo y/o Nombre Comercial del Concesionario Responsable de Publicar la Campaña o Comunicación","Descripción Breve de las Razones que Justifican la Elección del Proveedor","Monto Total del Tiempo de Estado o Tiempo Fiscal Consumidos","Área administrativa Encargada de Solicitar la Difusión del Mensaje o Producto","Fecha de Inicio de Difusión del Concepto o Campaña","Fecha de Término de Difusión del Concepto o Campaña","Presupuesto Total Asignado y Ejercido de Cada Partida","Número de Factura","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) y Actualizan la Información","Fecha de Validación","Fecha de actualización",Nota
1,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos","1/4 plana","Elección del Presidente de la Suprema Corte de Justicia de la Nación y Presidente del Consejo de la Judicatura Federal",,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas",,"13 - 65",,"El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
 
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ","Dirección General de Comunicación Social y Difusión",2015-01-06,2015-01-06,143410,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
2,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos","1/4 plana","Fiesta de la Transparencia",,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada","El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector","Dirección General de Comunicación Social y Difusión",2015-04-29,2015-05-02,149792,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
3,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos",Cintillo,"Alcances y Retos de la Ley General de Transparencia y Acceso a la Información Pública",,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada","El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
 
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector","Dirección General de Comunicación Social y Difusión",2016-12-06,2015-05-25,152703,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
4,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos","1/2 plana","Sistema Nacional de Transparencia, Acceso a la Información Publica y Protección de Datos Personales",,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada","El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ","Dirección General de Comunicación Social y Difusión",2015-06-18,2015-06-23,153657,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
5,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos","1/4 plana","Inauguración del Centro de Atención a la Sociedad y el Servicio TELINAI",,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada","El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector","Dirección General de Comunicación Social y Difusión",2015-08-19,2015-12-01,157856,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
6,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos","1/4 plana","Semana Nacional de Transparencia 2015",,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada","El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ","Dirección General de Comunicación Social y Difusión",2015-09-22,2015-10-06,159818,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
7,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos","Otro formato",Edictos,,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas",,"13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja","El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector","Dirección General de Comunicación Social y Difusión",2015-11-09,2015-11-11,162329,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
8,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos","1/4 plana","Encuentro Regional de Transparencia y Protección de Datos Personales",,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65",,"El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ","Dirección General de Comunicación Social y Difusión",2015-12-09,2015-12-10,164417,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
9,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos","1/4 plana","3er. Seminario Internacional sobre Gestión Documental y Transparencia y nombramiento del Rector de la UNAM",,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada","El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector","Dirección General de Comunicación Social y Difusión",2015-11-13,2015-11-18,164418,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
10,2015,,,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Medios impresos","1/4 plana","Institucional 2015",,,Nacional,México,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada","El Universal Compañía Periodística Nacional, S.A. de C.V.","El Universal / http://www.eluniversal.com.mx","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector","Dirección General de Comunicación Social y Difusión",2015-11-20,2015-12-31,164419,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
